X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Label
0.31733930110931396,0.9451371431350708,-8.456074169771455e-07,0.34454768896102905,0.8224939703941345,-0.022684767842292786,0.40066877007484436,0.7064399123191833,-0.03744573891162872,0.43379828333854675,0.6090368032455444,-0.04912634938955307,0.43056434392929077,0.521581768989563,-0.058339837938547134,0.4983922243118286,0.7163046598434448,-0.02327234484255314,0.5485499501228333,0.778765857219696,-0.04049300029873848,0.5195093154907227,0.813968300819397,-0.05795009061694145,0.48542696237564087,0.8177459239959717,-0.0704236701130867,0.5216370224952698,0.7963522672653198,-0.022097455337643623,0.5588681697845459,0.8466386198997498,-0.02820824831724167,0.5247863531112671,0.8693487644195557,-0.037150222808122635,0.48538264632225037,0.8695261478424072,-0.046708859503269196,0.5306959748268127,0.8780205249786377,-0.02185968868434429,0.5526483654975891,0.9145451784133911,-0.026223717257380486,0.5250322222709656,0.9291257858276367,-0.023902058601379395,0.49110090732574463,0.9275827407836914,-0.025011152029037476,0.5290004014968872,0.9485347867012024,-0.0237507913261652,0.5425872802734375,0.9724680781364441,-0.02570210210978985,0.5139735341072083,0.9825669527053833,-0.01705668307840824,0.4855962097644806,0.9792526960372925,-0.010287349112331867,UP
0.295001745223999,0.9478615522384644,-5.800644089504203e-07,0.3274163007736206,0.8265528082847595,-0.01685902662575245,0.38645684719085693,0.7068992853164673,-0.031117497012019157,0.42482560873031616,0.6094179749488831,-0.04437825083732605,0.432905375957489,0.5245374441146851,-0.05410707741975784,0.4844786524772644,0.7147067785263062,-0.011433123610913754,0.5417628288269043,0.7882243990898132,-0.028630340471863747,0.5093178749084473,0.8209434151649475,-0.04657142981886864,0.47314414381980896,0.8168625831604004,-0.06000041961669922,0.5059769749641418,0.7898316979408264,-0.015293139964342117,0.5516853928565979,0.8482579588890076,-0.022909406572580338,0.5164867639541626,0.871863842010498,-0.032272543758153915,0.47793006896972656,0.8670490980148315,-0.04071272909641266,0.5165336728096008,0.8707192540168762,-0.02087961696088314,0.5480412244796753,0.9188594818115234,-0.02413797751069069,0.5163801908493042,0.934513509273529,-0.01933971233665943,0.4810951352119446,0.9276097416877747,-0.018608838319778442,0.519258975982666,0.9491364359855652,-0.02896871045231819,0.5367400050163269,0.9814329147338867,-0.029739730060100555,0.5053384304046631,0.992862343788147,-0.02017156407237053,0.4772477149963379,0.9857242703437805,-0.01255298126488924,UP
0.2851030230522156,0.9430795907974243,-5.414692623162409e-07,0.31778502464294434,0.8202471137046814,-0.01905316673219204,0.3765677809715271,0.699730634689331,-0.035080716013908386,0.41478967666625977,0.6042659282684326,-0.048953279852867126,0.4208022654056549,0.5206122994422913,-0.05953564867377281,0.4723460376262665,0.7124820947647095,-0.021670658141374588,0.5283306837081909,0.7747172117233276,-0.0381842665374279,0.49550551176071167,0.8090229034423828,-0.0539269894361496,0.45975983142852783,0.8082854747772217,-0.06531472504138947,0.49224594235420227,0.7943323850631714,-0.023477867245674133,0.5424551963806152,0.8406035900115967,-0.03017495945096016,0.5082122683525085,0.8644996285438538,-0.03676512464880943,0.4682897925376892,0.8626495003700256,-0.043452151119709015,0.501314640045166,0.8786258697509766,-0.026241732761263847,0.5394861698150635,0.9143097400665283,-0.028332790359854698,0.5091574788093567,0.9309095740318298,-0.020914804190397263,0.47201764583587646,0.9278547167778015,-0.018741950392723083,0.5022816061973572,0.9570823907852173,-0.03127560019493103,0.528408408164978,0.9788031578063965,-0.030664188787341118,0.4985140562057495,0.992428183555603,-0.01866064965724945,0.46971774101257324,0.9901710748672485,-0.009565812535583973,UP
0.25918149948120117,0.9513781070709229,-6.183773280099558e-07,0.2944844365119934,0.8285220265388489,-0.014810016378760338,0.3549223840236664,0.7099101543426514,-0.02901424840092659,0.3980666697025299,0.611179530620575,-0.04187718778848648,0.40824970602989197,0.52491694688797,-0.05166533589363098,0.447896808385849,0.7132457494735718,-0.021655969321727753,0.5038554668426514,0.7685986757278442,-0.037147343158721924,0.47564420104026794,0.8082850575447083,-0.050655707716941833,0.44201573729515076,0.8145695328712463,-0.06092976778745651,0.4723442494869232,0.7946578860282898,-0.025561140850186348,0.510793924331665,0.8449496626853943,-0.029441453516483307,0.4772946834564209,0.8723824620246887,-0.03445631265640259,0.4405216574668884,0.8729809522628784,-0.04126875102519989,0.4826873540878296,0.8811287879943848,-0.030027002096176147,0.5059635043144226,0.9245480895042419,-0.031129518523812294,0.47660529613494873,0.9418131113052368,-0.02489059418439865,0.44176214933395386,0.9380403161048889,-0.024497177451848984,0.4833090901374817,0.962384819984436,-0.03648741543292999,0.49281442165374756,0.9944987893104553,-0.03682633861899376,0.46237578988075256,1.0057528018951416,-0.02761111594736576,0.4343207776546478,0.9993546605110168,-0.02061898447573185,UP
0.27371329069137573,0.9369279742240906,-5.197552468416688e-07,0.3082371950149536,0.8169863224029541,-0.019693387672305107,0.36727866530418396,0.6950269937515259,-0.03598497435450554,0.40609660744667053,0.5974705815315247,-0.05018676817417145,0.4130186438560486,0.5110316276550293,-0.061725009232759476,0.4670374393463135,0.7058620452880859,-0.02028532326221466,0.5164944529533386,0.7692549228668213,-0.03740772232413292,0.4840571880340576,0.8039757609367371,-0.055546101182699203,0.4492160379886627,0.8005508184432983,-0.06857860833406448,0.4869447350502014,0.7903069257736206,-0.021513845771551132,0.52772456407547,0.8397761583328247,-0.027783595025539398,0.4917040169239044,0.863235592842102,-0.03672512620687485,0.4503069221973419,0.8594340682029724,-0.045338861644268036,0.49418869614601135,0.8766776919364929,-0.023836268112063408,0.5232231020927429,0.9160397052764893,-0.02536611445248127,0.4919354319572449,0.9326620697975159,-0.02021307684481144,0.4546574354171753,0.9278289675712585,-0.019760651513934135,0.4926879107952118,0.955647349357605,-0.02839631214737892,0.5128629803657532,0.9808394312858582,-0.02798532322049141,0.4820197820663452,0.99436354637146,-0.017047328874468803,0.45193052291870117,0.9905605912208557,-0.008562687784433365,UP
0.28753113746643066,0.9168693423271179,-5.107221454636601e-07,0.3222850263118744,0.7860004901885986,-0.013065684586763382,0.37985971570014954,0.6630618572235107,-0.029113326221704483,0.41918736696243286,0.5646793246269226,-0.04265549033880234,0.42314663529396057,0.4756494164466858,-0.053223878145217896,0.48045289516448975,0.6708171963691711,-0.030853360891342163,0.5320739150047302,0.7575743198394775,-0.03756813332438469,0.49686935544013977,0.7891736626625061,-0.0423288568854332,0.459990918636322,0.7814653515815735,-0.048193030059337616,0.5016719698905945,0.7574669122695923,-0.033900920301675797,0.5404578447341919,0.827059805393219,-0.030285464599728584,0.5018587708473206,0.8454339504241943,-0.02965923771262169,0.4594081938266754,0.835395097732544,-0.034819379448890686,0.5091219544410706,0.8503568768501282,-0.03548848256468773,0.5313848257064819,0.9013372659683228,-0.028434993699193,0.4963858425617218,0.9136424660682678,-0.018826764076948166,0.4569970369338989,0.9039415717124939,-0.019001148641109467,0.509101927280426,0.9376219511032104,-0.03850674629211426,0.5174393057823181,0.9639387726783752,-0.03333769366145134,0.48396629095077515,0.9732891917228699,-0.021459951996803284,0.45316341519355774,0.9663306474685669,-0.014285551384091377,UP
0.29765784740448,0.9095622301101685,-4.589295485857292e-07,0.3353732228279114,0.7694910764694214,-0.004579105414450169,0.3965693712234497,0.6447914838790894,-0.01779535971581936,0.43575164675712585,0.5415381789207458,-0.029155820608139038,0.44088536500930786,0.4497247636318207,-0.037341177463531494,0.49291083216667175,0.6371556520462036,-0.0262929555028677,0.5579231977462769,0.7194854021072388,-0.028210744261741638,0.5241385102272034,0.755765438079834,-0.028411321341991425,0.4880613088607788,0.7496872544288635,-0.031258780509233475,0.5177659392356873,0.7285453677177429,-0.03115963190793991,0.5705475807189941,0.7895109057426453,-0.020324379205703735,0.533467173576355,0.8121851086616516,-0.013861194252967834,0.49165844917297363,0.8066548705101013,-0.01597643457353115,0.5284734964370728,0.8270490765571594,-0.033287931233644485,0.5590282678604126,0.8694789409637451,-0.017608268186450005,0.5238977670669556,0.8832995891571045,-0.002524707233533263,0.48265907168388367,0.8759964108467102,-0.0012530639069154859,0.530778169631958,0.9167822003364563,-0.036161649972200394,0.5378113389015198,0.9359101057052612,-0.022429076954722404,0.5018510818481445,0.9445610046386719,-0.005800341721624136,0.46958112716674805,0.9371592998504639,0.0030174546409398317,UP
0.30380675196647644,0.8813656568527222,-5.79805202960415e-07,0.3394283056259155,0.7412313222885132,-0.00017237682186532766,0.4014175832271576,0.6184419393539429,-0.010750913992524147,0.4403671622276306,0.5173246264457703,-0.021517552435398102,0.4456477761268616,0.4293642044067383,-0.02934783510863781,0.500446617603302,0.6088852882385254,-0.01651044934988022,0.560391902923584,0.6795284748077393,-0.021991273388266563,0.5281682014465332,0.7187426090240479,-0.026762980967760086,0.4901946783065796,0.7189018130302429,-0.03219880163669586,0.5238525867462158,0.6906058192253113,-0.025470305234193802,0.5675927996635437,0.7487335205078125,-0.017863290384411812,0.5302038192749023,0.7777822017669678,-0.016526145860552788,0.48814430832862854,0.7767036557197571,-0.02142399176955223,0.5335677862167358,0.7832932472229004,-0.0322192944586277,0.5519482493400574,0.8292568325996399,-0.019749095663428307,0.5180094838142395,0.84724360704422,-0.0098707415163517,0.47838374972343445,0.8413584232330322,-0.011234716512262821,0.5347133278846741,0.8712408542633057,-0.03965861722826958,0.5328478217124939,0.8981520533561707,-0.029345601797103882,0.4994521737098694,0.9091228246688843,-0.016732556745409966,0.4684506356716156,0.9020451307296753,-0.009873618371784687,UP
0.31702810525894165,0.8840488791465759,-5.741068775932945e-07,0.3503776490688324,0.745991587638855,0.0013559309300035238,0.4142535328865051,0.6219795942306519,-0.0076253837905824184,0.45536062121391296,0.522128701210022,-0.01777651719748974,0.45945432782173157,0.435456246137619,-0.025364426895976067,0.508986234664917,0.6169915199279785,-0.012327423319220543,0.5744748711585999,0.693867027759552,-0.0205683596432209,0.5428276658058167,0.7321374416351318,-0.028346117585897446,0.5056286454200745,0.7321458458900452,-0.03539248928427696,0.5315108299255371,0.6990019083023071,-0.0232462827116251,0.5829933285713196,0.7594113945960999,-0.01755501516163349,0.5482980608940125,0.786615788936615,-0.01648443378508091,0.5066541433334351,0.7877367734909058,-0.020455967634916306,0.5410580039024353,0.7923933863639832,-0.03260747715830803,0.5623826384544373,0.8411026000976562,-0.021528620272874832,0.530125081539154,0.8575249314308167,-0.011449228040874004,0.4927903413772583,0.8526617884635925,-0.011652469635009766,0.5419663190841675,0.8830159306526184,-0.04280223324894905,0.5411702990531921,0.9117077589035034,-0.032279130071401596,0.5083298683166504,0.9223232269287109,-0.01916591078042984,0.47978827357292175,0.9173522591590881,-0.011784601956605911,UP
0.3306431770324707,0.8766371011734009,-5.859584462086787e-07,0.35939913988113403,0.7371271848678589,0.0017705661011859775,0.4220547080039978,0.6141524314880371,-0.006625785958021879,0.46216830611228943,0.5154048204421997,-0.016277555376291275,0.467181921005249,0.4276861250400543,-0.023318424820899963,0.5220715999603271,0.6062150597572327,-0.00952758826315403,0.5863808393478394,0.6861065626144409,-0.017299242317676544,0.5541332364082336,0.7218935489654541,-0.02584294229745865,0.5175905823707581,0.7201938033103943,-0.03392726927995682,0.5475866198539734,0.6854004859924316,-0.020490923896431923,0.5946016311645508,0.7502976655960083,-0.013342420570552349,0.5572960376739502,0.7759660482406616,-0.01189334411174059,0.517677366733551,0.7748865485191345,-0.016278007999062538,0.5584630966186523,0.7777128219604492,-0.03006788156926632,0.5777937173843384,0.8286778330802917,-0.017858510836958885,0.5432304739952087,0.8444478511810303,-0.007060148753225803,0.506380558013916,0.8386483192443848,-0.007584260310977697,0.5594716668128967,0.8680952787399292,-0.04068312421441078,0.5524387359619141,0.900205135345459,-0.02987099252641201,0.518485963344574,0.9105077385902405,-0.017151454463601112,0.4908183217048645,0.9041841626167297,-0.010306905023753643,UP
